,age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,y
34127,26,11,3,3,2,507,2,2,30,4,380,1,-1,0,1,1
34128,85,10,1,2,2,98,2,2,30,4,416,1,-1,0,1,1
34129,39,4,1,4,2,4539,2,2,30,4,301,1,-1,0,1,2
34130,46,11,1,1,2,3914,1,2,30,4,247,1,-1,0,1,2
34131,34,4,1,4,2,-308,1,2,30,4,140,2,-1,0,1,2
34132,34,7,3,1,2,1281,2,2,30,4,109,1,-1,0,1,2
34133,35,11,1,3,2,-288,1,1,30,4,126,3,-1,0,1,2
34134,25,11,3,3,2,1105,1,2,30,4,195,1,13,1,3,2
34135,55,8,1,2,2,3297,1,1,30,4,96,1,-1,0,1,2
34136,35,2,3,3,2,206,1,2,30,4,144,2,-1,0,1,2
34137,45,2,1,3,2,1435,1,2,30,4,257,1,-1,0,1,2
34138,59,5,1,2,2,182,2,2,30,4,92,1,86,1,3,2
34139,33,1,1,3,2,478,2,2,30,4,475,2,-1,0,1,1
34140,30,11,1,3,2,1660,1,2,30,4,236,1,-1,0,1,2
34141,36,4,1,4,2,2957,1,1,30,4,193,2,265,3,4,2
34142,29,4,3,4,2,2753,2,2,30,4,645,1,-1,0,1,1
34143,39,4,1,4,2,0,2,2,30,4,342,3,22,3,2,1
34144,45,11,1,3,2,89,1,2,30,4,73,2,350,2,3,2
34145,33,8,3,3,2,498,2,2,30,4,301,1,-1,0,1,1
34146,38,11,3,3,2,565,1,2,30,4,1143,1,-1,0,1,1
34147,33,8,3,4,2,700,2,2,30,4,169,1,80,2,4,1
34148,58,4,1,4,2,4152,1,2,30,4,750,2,164,4,2,1
34149,32,4,3,4,2,697,2,2,30,4,210,3,-1,0,1,2
34150,61,10,2,3,2,927,2,2,30,4,427,3,-1,0,1,1
34151,32,4,3,4,2,0,1,2,30,4,370,3,-1,0,1,1
34152,35,2,1,4,2,286,2,2,30,4,949,2,-1,0,1,1
34153,32,4,1,4,2,1388,1,2,30,4,753,1,-1,0,1,1
34154,41,4,1,4,2,27696,2,2,30,4,108,1,-1,0,1,2
34155,29,4,1,4,2,30,2,2,30,4,139,1,-1,0,1,2
34156,29,3,3,3,2,486,2,2,30,4,95,1,-1,0,1,2
34157,50,2,3,3,2,2252,2,2,30,4,652,2,-1,0,1,1
34158,31,11,3,4,2,454,2,2,30,4,266,1,-1,0,1,1
34159,31,2,3,4,2,4041,2,2,30,4,1034,2,-1,0,1,1
34160,54,11,1,3,2,0,2,2,30,4,766,3,84,3,4,1
34161,33,11,1,4,2,0,2,2,30,4,227,2,-1,0,1,1
34162,48,4,1,3,2,36686,2,2,30,4,295,1,-1,0,1,2
34163,36,2,3,3,2,728,2,2,30,4,230,1,-1,0,1,1
34164,31,4,3,4,2,354,2,2,30,4,502,1,9,2,4,1
34165,32,11,3,4,2,1246,1,2,30,4,509,1,85,2,4,1
34166,28,1,3,2,2,307,2,2,30,4,132,1,-1,0,1,2
34167,34,4,1,4,2,3047,2,2,30,4,317,1,160,5,2,1
34168,49,5,2,3,2,0,2,2,30,4,136,2,-1,0,1,2
34169,24,7,3,3,2,382,2,2,30,4,567,2,-1,0,1,1
34170,29,4,3,4,2,36252,1,2,30,4,501,1,-1,0,1,1
34171,27,2,1,4,2,73,2,2,30,4,374,1,79,1,4,2
34172,40,4,1,4,2,158,2,2,30,4,712,2,-1,0,1,1
34173,26,9,3,4,2,553,2,2,30,4,347,3,-1,0,1,2
34174,28,9,3,3,2,68,2,2,30,4,157,1,-1,0,1,2
34175,29,8,3,3,2,734,1,1,30,4,259,1,296,1,2,1
34176,30,2,3,4,2,305,2,2,30,4,633,1,85,2,4,1
34177,24,7,3,3,2,160,2,2,4,5,109,2,-1,0,1,2
34178,33,9,1,4,2,263,2,2,4,5,119,2,-1,0,1,2
34179,57,4,1,4,2,350,2,2,4,5,87,3,-1,0,1,2
34180,31,7,3,4,2,0,2,2,4,5,47,2,-1,0,1,2
34181,26,9,1,4,2,219,2,2,4,5,104,5,-1,0,1,2
34182,45,8,1,3,2,10252,2,2,4,5,675,2,-1,0,1,1
34183,37,11,3,4,2,6101,2,2,4,5,60,5,87,1,4,2
34184,37,4,3,4,2,3141,2,2,4,5,384,2,-1,0,1,1
34185,29,7,3,3,2,1854,2,2,4,5,390,3,-1,0,1,2
34186,36,11,3,3,2,1228,1,2,4,5,303,3,-1,0,1,1
34187,52,4,1,4,2,1356,1,2,4,5,312,2,-1,0,1,2
34188,60,8,1,2,2,1723,2,2,4,5,160,4,83,3,3,2
34189,27,7,3,1,2,1444,2,2,4,5,130,1,91,2,3,2
34190,27,11,3,3,2,1511,1,2,4,5,74,1,-1,0,1,2
34191,40,4,1,4,2,7780,2,2,4,5,364,1,355,1,2,2
34192,36,4,1,4,2,130,2,2,4,5,65,1,-1,0,1,2
34193,40,11,3,4,2,1646,1,2,4,5,392,2,91,3,4,1
34194,50,4,3,1,2,1277,2,2,4,5,63,1,-1,0,1,2
34195,34,4,3,4,2,1058,1,2,4,5,240,1,-1,0,1,2
34196,28,3,3,2,2,236,2,2,4,5,193,1,87,3,3,1
34197,33,4,3,4,2,5437,2,2,4,5,267,1,91,1,3,1
34198,31,1,3,3,2,125,2,2,4,5,200,1,91,1,3,2
34199,33,11,1,3,2,133,2,2,4,5,218,1,-1,0,1,1
34200,56,4,1,4,2,2333,2,2,4,5,244,1,-1,0,1,1
34201,46,4,1,4,2,1446,2,2,4,5,359,1,-1,0,1,2
34202,34,11,3,4,2,992,1,2,4,5,301,1,88,2,4,2
34203,39,2,1,3,2,140,2,2,4,5,40,5,-1,0,1,2
34204,20,7,1,1,2,292,2,2,4,5,45,1,-1,0,1,2
34205,45,8,1,3,2,640,1,2,4,5,447,1,-1,0,1,1
34206,33,4,3,4,2,417,1,2,4,5,170,2,87,1,3,2
34207,50,4,2,4,2,1270,1,2,4,5,24,3,-1,0,1,2
34208,25,7,3,4,2,253,2,2,4,5,597,1,-1,0,1,1
34209,41,8,1,3,2,5060,2,2,4,5,963,1,83,3,4,1
34210,38,11,2,3,2,902,1,2,4,5,301,3,90,1,4,1
34211,47,11,1,3,2,335,2,2,4,5,417,1,76,1,4,1
34212,60,2,2,3,2,4519,2,2,4,5,136,1,91,1,3,2
34213,49,4,1,4,2,1,2,2,4,5,1076,3,175,1,4,1
34214,34,4,3,4,2,14,1,2,4,5,47,1,-1,0,1,2
34215,36,1,3,3,2,365,2,2,4,5,643,1,-1,0,1,1
34216,36,11,1,4,2,911,1,1,4,5,275,3,-1,0,1,2
34217,37,6,3,3,2,20453,1,2,4,5,115,1,-1,0,1,2
34218,42,2,3,3,2,1451,1,2,4,5,251,4,-1,0,1,1
34219,24,7,3,1,2,0,2,2,4,5,90,2,-1,0,1,2
34220,33,11,3,4,2,1636,1,2,4,5,592,1,66,1,4,1
34221,26,1,3,3,2,256,1,2,4,5,101,2,-1,0,1,2
34222,49,2,1,3,2,3620,2,2,4,5,346,2,-1,0,1,2
34223,25,1,3,3,2,642,1,1,4,5,364,2,-1,0,1,2
34224,40,8,1,2,2,-388,1,2,4,5,195,3,340,1,3,2
34225,36,2,1,4,2,3221,2,2,4,5,322,11,-1,0,1,1
34226,28,8,3,4,2,1984,1,2,4,5,32,2,14,1,3,2
34227,31,4,3,4,2,630,2,2,4,5,95,2,91,2,3,2
34228,30,4,3,4,2,220,1,2,4,5,233,2,-1,0,1,2
34229,44,8,3,3,2,0,1,2,4,5,64,2,19,1,3,2
34230,52,3,1,3,2,94,2,2,4,5,223,9,4,1,4,2
34231,33,2,1,4,2,69,2,1,4,5,77,2,-1,0,1,2
34232,22,2,3,4,2,897,1,2,4,5,98,4,89,4,4,2
34233,60,5,1,2,2,2580,2,2,4,5,15,5,-1,0,1,2
34234,60,11,1,3,2,316,2,2,4,5,545,2,263,4,3,1
34235,33,11,1,3,2,2044,1,2,4,5,532,3,-1,0,1,1
34236,29,1,3,4,2,8947,1,2,4,5,535,2,-1,0,1,2
34237,39,1,1,3,2,8876,2,2,4,5,106,1,91,2,3,2
34238,32,7,3,4,2,214,2,2,4,5,117,1,-1,0,1,2
34239,28,4,3,4,2,672,2,2,4,5,174,1,-1,0,1,2
34240,45,1,1,4,2,4958,2,2,4,5,212,4,-1,0,1,2
34241,33,11,1,3,2,557,2,2,4,5,367,1,-1,0,1,1
34242,35,3,1,3,2,977,1,2,4,5,52,4,91,1,2,2
34243,33,1,3,3,2,489,1,2,4,5,297,4,334,1,2,1
34244,67,10,1,1,2,696,2,2,4,5,77,2,-1,0,1,2
34245,57,2,3,3,2,738,2,2,4,5,490,3,168,1,3,2
34246,32,7,3,4,2,1138,2,2,4,5,214,3,83,3,4,1
34247,44,8,1,3,2,4236,1,2,4,5,378,3,-1,0,1,2
34248,49,4,1,4,2,1,1,2,4,5,7,4,-1,0,1,2
34249,48,8,1,3,2,863,1,2,4,5,412,5,350,2,4,1
34250,28,7,3,3,2,891,2,2,4,5,34,6,-1,0,1,2
34251,48,4,2,4,2,428,1,2,4,5,347,2,167,2,3,2
34252,49,8,1,2,2,1133,1,2,4,5,291,3,-1,0,1,2
34253,39,2,1,3,2,563,1,2,4,5,190,3,-1,0,1,2
34254,35,11,3,3,2,5731,1,2,4,5,164,2,167,4,2,2
34255,28,2,3,3,2,1842,1,2,4,5,92,2,-1,0,1,2
34256,34,4,3,4,2,2187,1,2,4,5,26,5,-1,0,1,2
34257,28,8,1,2,2,-65,1,2,4,5,90,4,-1,0,1,2
34258,47,4,1,3,2,2010,2,2,4,5,222,6,-1,0,1,2
34259,42,4,3,4,2,10907,2,2,4,5,74,3,-1,0,1,2
34260,31,4,3,4,2,6495,2,2,4,5,383,2,35,3,3,2
34261,26,2,3,3,2,160,2,1,4,5,172,2,-1,0,1,2
34262,41,2,1,4,2,1536,2,2,4,5,54,2,-1,0,1,2
34263,44,2,1,3,2,10354,2,2,4,5,96,1,-1,0,1,2
34264,29,4,1,4,2,451,2,2,4,5,54,1,96,1,3,2
34265,26,4,3,4,2,4683,1,2,4,5,334,2,180,1,3,2
34266,22,7,3,3,2,1925,2,2,4,5,180,1,-1,0,1,2
34267,36,4,3,4,2,1876,2,2,4,5,150,1,-1,0,1,2
34268,50,4,1,4,2,346,2,2,4,5,76,2,87,1,4,2
34269,41,4,1,4,2,298,2,2,4,5,63,3,272,1,2,2
34270,57,10,2,2,2,606,2,2,4,5,227,2,-1,0,1,2
34271,25,7,3,3,2,41,1,2,4,5,101,2,-1,0,1,2
34272,26,9,3,4,2,1153,2,2,4,5,238,3,-1,0,1,2
34273,36,8,1,3,2,218,1,2,4,5,619,6,-1,0,1,1
34274,31,1,1,3,2,2083,1,2,4,5,190,3,355,2,2,2
34275,32,11,1,3,2,282,1,2,4,5,257,2,-1,0,1,2
34276,34,9,1,3,2,1813,2,2,4,5,370,5,-1,0,1,2
34277,33,8,1,3,2,-208,1,1,4,5,306,3,360,1,3,2
34278,41,8,1,3,2,72,1,2,4,5,130,3,312,3,3,2
34279,36,9,1,3,2,188,1,1,4,5,1046,3,333,2,4,1
34280,41,8,1,3,2,1354,1,2,4,5,106,2,-1,0,1,2
34281,19,7,3,1,2,5368,2,2,4,5,77,6,-1,0,1,2
34282,33,2,2,3,2,661,1,2,4,5,90,4,167,3,3,2
34283,40,3,3,3,2,356,1,2,4,5,225,2,339,2,3,2
34284,33,2,1,4,2,4984,1,2,4,5,181,2,-1,0,1,2
34285,59,4,1,4,2,3421,2,2,4,5,121,5,-1,0,1,2
34286,30,4,3,4,2,11278,2,2,4,5,256,3,-1,0,1,2
34287,42,4,1,4,2,2,1,1,4,5,336,9,-1,0,1,2
34288,19,7,3,2,2,0,2,2,4,5,72,4,-1,0,1,2
34289,51,8,1,2,2,296,1,2,4,5,211,5,-1,0,1,2
34290,45,11,1,3,2,1998,2,2,4,5,237,5,-1,0,1,1
34291,35,4,1,4,2,520,1,2,4,5,458,3,17,5,3,1
34292,35,1,1,3,2,17,1,2,4,5,110,4,-1,0,1,2
34293,33,3,3,4,2,850,2,2,4,5,324,3,-1,0,1,2
34294,33,8,1,2,2,5151,1,1,4,5,124,3,165,5,3,2
34295,28,4,3,4,2,678,2,1,4,5,115,3,-1,0,1,2
34296,38,4,2,4,2,6368,1,2,4,5,922,4,-1,0,1,1
34297,31,4,3,4,2,2480,2,2,4,5,107,4,-1,0,1,2
34298,32,4,1,4,2,2458,1,2,4,5,77,2,-1,0,1,2
34299,30,6,3,3,2,572,1,2,4,5,220,4,-1,0,1,2
34300,31,4,1,4,2,0,1,2,4,5,108,2,167,1,3,2
34301,33,4,1,4,2,415,2,2,4,5,75,5,167,1,2,2
34302,52,11,1,4,2,876,2,2,4,5,601,3,-1,0,1,1
34303,35,4,1,4,2,93,2,2,4,5,198,2,88,1,2,2
34304,37,8,1,2,2,2939,1,2,4,5,191,3,-1,0,1,2
34305,32,11,3,3,2,945,2,2,4,5,312,3,-1,0,1,2
34306,56,9,1,4,2,349,1,2,4,5,186,4,-1,0,1,2
34307,30,9,1,4,2,2666,2,2,4,5,781,3,89,1,4,1
34308,31,11,1,3,2,4182,1,2,4,5,347,2,-1,0,1,1
34309,32,4,1,4,2,141,1,2,4,5,78,3,89,9,4,2
34310,28,8,3,2,2,551,2,2,4,5,264,3,-1,0,1,2
34311,45,11,1,3,2,280,1,2,4,5,562,3,168,2,2,2
34312,34,4,3,4,2,308,1,2,4,5,79,4,269,4,3,2
34313,32,9,2,4,2,3271,2,2,4,5,949,3,-1,0,1,1
34314,31,4,3,4,2,775,1,2,4,5,99,2,14,3,3,2
34315,49,3,1,3,2,207,2,2,4,5,181,2,-1,0,1,2
34316,44,9,1,1,2,163,1,2,4,5,364,3,-1,0,1,1
34317,39,4,3,4,2,1515,1,2,4,5,815,6,167,6,3,1
34318,58,4,1,1,2,3658,2,2,4,5,55,2,-1,0,1,2
34319,24,2,3,3,2,99,2,2,4,5,65,3,89,3,3,2
34320,35,11,3,3,2,538,1,2,4,5,313,2,-1,0,1,2
34321,53,11,1,3,2,112,2,2,4,5,104,4,-1,0,1,2
34322,45,8,1,2,2,803,1,2,4,5,742,4,-1,0,1,1
34323,32,8,1,3,2,119,2,2,4,5,20,5,-1,0,1,2
34324,28,8,3,3,2,3817,1,2,4,5,528,3,-1,0,1,2
34325,31,11,1,4,2,636,1,2,4,5,352,4,-1,0,1,1
34326,23,7,3,4,2,82,2,2,4,5,289,4,-1,0,1,2
34327,36,2,3,3,2,115,2,2,4,5,134,3,91,1,3,2
34328,33,9,3,4,2,1049,2,2,4,5,126,4,-1,0,1,2
34329,32,8,1,2,1,-148,1,2,4,5,326,3,357,15,2,2
34330,55,11,3,3,2,1199,2,1,4,5,159,10,-1,0,1,2
34331,34,6,1,4,2,1076,1,2,4,5,1121,3,88,10,4,2
34332,32,8,3,3,2,400,2,2,4,5,268,3,-1,0,1,1
34333,26,8,1,2,2,104,1,2,4,5,230,6,360,2,2,2
34334,32,4,3,4,2,0,2,2,4,5,417,2,-1,0,1,2
34335,39,4,3,4,2,2454,1,2,4,5,716,3,263,2,3,1
34336,30,4,3,4,2,533,2,2,4,5,365,4,-1,0,1,1
34337,63,4,1,1,2,2352,2,2,4,5,475,7,-1,0,1,1
34338,33,4,1,3,2,11,1,2,4,5,104,3,-1,0,1,2
34339,56,10,1,2,2,9367,2,2,4,5,617,2,-1,0,1,1
34340,57,10,1,4,2,1458,2,2,4,5,89,5,-1,0,1,2
34341,30,4,1,4,2,10884,2,2,4,5,333,2,-1,0,1,1
34342,43,11,1,3,2,4056,2,2,4,5,13,6,89,2,3,2
34343,29,8,3,3,2,369,1,2,4,5,174,5,346,3,3,2
34344,38,2,1,3,2,47,1,2,4,5,288,5,-1,0,1,1
34345,40,2,1,3,2,1313,1,2,4,5,171,4,-1,0,1,2
34346,31,4,3,4,2,12857,1,2,4,5,483,4,87,2,4,1
34347,36,4,3,4,2,3850,1,2,4,5,8,4,-1,0,1,2
34348,43,6,1,3,2,0,2,2,4,5,6,4,-1,0,1,2
34349,24,7,3,1,2,782,2,2,4,5,12,7,91,1,2,2
34350,26,11,3,3,2,237,1,2,4,5,1091,3,-1,0,1,1
34351,54,4,1,4,2,1168,2,2,4,5,150,5,-1,0,1,2
34352,37,7,3,1,2,444,2,2,4,5,1063,5,-1,0,1,1
34353,46,4,3,4,2,334,1,2,4,5,36,6,90,2,2,2
34354,48,8,1,3,2,3776,2,2,4,5,254,4,-1,0,1,2
34355,51,11,3,4,2,318,2,2,4,5,8,3,-1,0,1,2
34356,34,4,1,4,2,201,2,2,4,5,21,5,-1,0,1,2
34357,30,3,1,3,2,476,2,2,4,5,99,4,-1,0,1,2
34358,36,4,1,4,2,953,1,1,4,5,354,2,335,3,2,2
34359,29,4,3,4,2,9407,2,2,4,5,267,6,-1,0,1,1
34360,53,4,2,4,2,2152,2,2,4,5,520,2,80,3,4,2
34361,24,7,3,3,2,387,2,2,4,5,340,8,-1,0,1,1
34362,25,3,1,3,2,715,2,2,4,5,254,4,-1,0,1,2
34363,34,8,1,3,2,315,2,2,4,5,76,4,89,3,4,2
34364,39,11,1,4,2,11766,1,2,4,5,15,4,166,1,3,2
34365,25,7,3,3,2,203,2,2,4,5,108,1,-1,0,1,2
34366,35,6,1,3,2,2971,2,2,4,5,429,4,164,2,3,1
34367,57,11,1,4,2,1103,2,2,4,5,399,2,-1,0,1,2
34368,32,4,3,4,2,202,2,2,4,5,16,5,-1,0,1,2
34369,31,2,3,3,2,690,2,2,4,5,10,4,87,12,3,2
34370,33,4,1,4,2,0,1,2,4,5,33,7,-1,0,1,2
34371,26,2,3,1,2,677,2,2,4,5,399,1,-1,0,1,2
34372,43,11,1,4,2,2643,2,2,4,5,331,5,-1,0,1,1
34373,32,4,3,4,2,2360,2,2,4,5,11,4,90,7,4,2
34374,36,1,3,3,2,1227,1,1,4,5,775,5,341,3,3,1
34375,41,4,1,3,2,1956,2,2,4,5,114,6,168,11,2,2
34376,25,7,1,4,2,4923,1,1,4,5,78,4,74,14,3,2
34377,34,8,1,2,2,698,1,2,4,5,83,5,-1,0,1,2
34378,25,11,3,3,2,9154,1,2,4,5,40,5,-1,0,1,2
34379,27,4,3,4,2,88,2,2,4,5,143,1,-1,0,1,2
34380,41,11,2,3,2,4047,1,2,4,5,14,5,75,1,4,2
34381,39,8,1,3,2,261,2,2,4,5,841,4,-1,0,1,1
34382,47,8,1,3,2,668,1,2,4,5,230,6,354,2,4,2
34383,30,11,1,3,2,2107,2,2,4,5,23,5,-1,0,1,2
34384,33,4,1,4,2,17946,1,2,4,5,15,4,87,6,3,2
34385,23,7,3,3,2,0,2,2,4,5,526,1,-1,0,1,2
34386,32,4,3,3,2,388,2,2,4,5,846,2,-1,0,1,2
34387,31,2,1,3,2,236,1,1,4,5,211,3,-1,0,1,2
34388,38,11,3,4,2,2443,2,2,4,5,9,8,-1,0,1,2
34389,29,4,3,3,2,3317,2,1,4,5,640,7,-1,0,1,1
34390,50,4,1,4,2,311,2,2,4,5,124,5,-1,0,1,2
34391,59,10,2,3,2,514,2,2,4,5,673,6,90,1,4,1
34392,31,7,1,3,2,200,1,2,4,5,362,5,-1,0,1,2
34393,32,4,3,4,2,2613,2,2,4,5,520,2,-1,0,1,2
34394,20,7,3,3,2,130,2,2,4,5,75,3,-1,0,1,2
34395,60,4,1,4,2,5041,2,2,4,5,8,7,181,1,4,2
34396,46,4,1,1,2,3082,2,2,4,5,157,3,-1,0,1,2
34397,28,8,1,3,2,61,1,2,4,5,226,2,319,1,4,1
34398,35,4,3,4,2,62,1,2,5,5,214,4,15,3,4,2
34399,28,8,3,3,2,4229,1,1,5,5,205,2,-1,0,1,2
34400,59,8,1,2,2,6212,1,2,5,5,574,2,-1,0,1,2
34401,56,2,1,2,2,2086,1,2,5,5,159,8,-1,0,1,2
34402,32,8,2,3,2,3027,2,2,5,5,171,2,-1,0,1,2
34403,46,2,3,3,2,148,1,2,5,5,85,4,-1,0,1,2
34404,34,3,1,3,2,156,1,2,5,5,136,5,-1,0,1,2
34405,55,8,1,3,2,233,1,2,5,5,813,2,351,3,3,2
34406,50,8,1,2,2,5872,1,2,5,5,762,3,-1,0,1,1
34407,30,2,2,3,2,1320,1,1,5,5,122,3,362,1,3,2
34408,37,4,3,4,2,808,2,2,5,5,29,4,349,1,3,2
34409,28,3,1,3,2,431,1,2,5,5,29,6,358,3,2,2
34410,48,1,1,3,2,288,1,2,5,5,142,3,-1,0,1,2
34411,27,8,3,3,2,-289,1,1,5,5,94,5,-1,0,1,2
34412,38,1,1,3,2,859,1,2,5,5,35,6,-1,0,1,2
34413,33,4,3,4,2,1373,1,2,5,5,17,5,349,2,3,2
34414,40,4,1,2,2,535,1,2,5,5,11,6,-1,0,1,2
34415,35,8,3,3,1,-947,1,2,5,5,148,4,362,3,3,2
34416,35,11,1,4,2,16,1,2,5,5,43,5,-1,0,1,2
34417,40,8,1,3,2,195,1,2,5,5,99,5,333,5,2,2
34418,29,8,1,2,2,6,1,2,5,5,39,5,349,2,2,2
34419,46,11,1,4,2,-582,1,2,5,5,245,4,354,9,2,2
34420,42,2,2,3,2,2133,1,2,5,5,89,5,-1,0,1,2
34421,38,6,1,2,2,1390,1,2,5,5,106,4,-1,0,1,2
34422,33,8,1,3,2,931,1,2,5,5,272,2,336,1,3,2
34423,46,8,1,3,2,524,1,2,5,5,15,7,-1,0,1,2
34424,34,4,3,4,2,26575,2,2,5,5,245,6,168,1,3,2
34425,35,2,3,3,2,1537,1,2,5,5,84,5,-1,0,1,2
34426,32,7,3,4,2,290,1,2,5,5,18,6,-1,0,1,2
34427,33,2,3,3,2,346,1,2,5,5,24,7,354,2,2,2
34428,47,4,3,3,2,-246,1,2,5,5,145,1,365,2,3,2
34429,31,8,1,3,2,113,1,2,5,5,337,3,-1,0,1,2
34430,34,6,1,3,2,2,1,1,5,5,184,1,167,6,3,2
34431,45,4,1,2,2,4758,1,2,5,5,632,5,287,6,4,2
34432,35,11,3,4,2,174,1,2,5,5,105,1,-1,0,1,2
34433,24,11,1,3,2,330,1,1,5,5,326,1,-1,0,1,2
34434,29,4,3,4,2,1514,1,2,5,5,363,1,333,7,2,2
34435,46,6,1,3,2,212,1,2,5,5,332,1,-1,0,1,2
34436,28,1,1,3,2,0,1,2,5,5,334,1,355,6,3,2
34437,45,8,1,3,2,640,1,2,5,5,214,1,1,1,4,2
34438,26,3,1,4,2,0,1,2,5,5,319,1,-1,0,1,2
34439,27,1,3,3,2,-72,1,2,5,5,276,1,309,9,3,2
34440,43,11,1,3,2,994,1,1,5,5,51,1,-1,0,1,2
34441,25,2,3,3,2,0,1,2,5,5,461,1,-1,0,1,2
34442,25,1,3,3,2,443,1,2,5,5,133,1,-1,0,1,2
34443,26,4,3,4,2,4116,1,2,5,5,301,1,-1,0,1,2
34444,34,4,1,4,2,1184,1,2,5,5,415,1,-1,0,1,2
34445,31,4,2,4,1,10,1,1,5,5,167,1,-1,0,1,2
34446,51,8,2,3,2,734,1,1,5,5,17,1,-1,0,1,2
34447,26,11,3,4,2,3628,2,2,5,5,151,1,-1,0,1,2
34448,31,4,3,4,2,170,1,1,5,5,168,1,265,2,3,2
34449,30,4,3,4,2,0,1,2,5,5,495,1,-1,0,1,2
34450,53,6,2,4,2,321,1,2,5,5,123,1,-1,0,1,2
34451,41,1,2,3,2,5766,1,1,5,5,243,1,169,3,3,2
34452,30,9,3,4,2,0,1,2,5,5,57,1,301,1,3,2
34453,36,8,1,3,2,80,1,1,5,5,234,1,165,4,3,2
34454,36,8,3,3,2,206,1,2,5,5,17,6,-1,0,1,2
34455,45,2,1,3,2,46,1,2,5,5,234,1,-1,0,1,2
34456,30,1,1,3,2,-111,1,2,5,5,154,1,-1,0,1,2
34457,29,5,3,3,2,4537,1,2,5,5,29,1,-1,0,1,2
34458,40,4,1,4,2,710,1,2,5,5,266,1,298,2,3,2
34459,53,4,2,4,2,2894,1,2,5,5,163,1,-1,0,1,2
34460,47,9,1,2,2,3363,2,2,5,5,382,1,-1,0,1,2
34461,37,2,2,3,2,0,1,1,5,5,358,1,-1,0,1,2
34462,24,2,3,3,2,-386,1,2,5,5,180,1,-1,0,1,2
34463,46,2,3,4,2,2889,1,2,5,5,494,1,-1,0,1,1
34464,30,8,3,3,2,80,1,1,5,5,145,1,337,4,3,2
34465,32,4,3,4,2,112,1,2,5,5,118,1,-1,0,1,2
34466,36,8,1,2,2,378,1,2,5,5,1240,1,-1,0,1,1
34467,44,1,2,3,2,-368,1,2,5,5,895,1,-1,0,1,1
34468,37,1,1,3,2,4430,1,2,5,5,175,1,-1,0,1,2
34469,33,4,1,4,2,0,1,2,5,5,301,1,365,1,3,2
34470,53,11,1,4,2,431,1,2,5,5,55,1,328,1,3,2
34471,32,2,3,3,2,12,1,2,5,5,242,1,365,2,3,2
34472,55,4,2,4,2,2625,1,2,5,5,286,1,252,3,3,2
34473,35,11,3,1,2,726,1,2,5,5,163,1,-1,0,1,2
34474,42,4,1,4,2,1272,1,2,5,5,117,1,169,1,3,2
34475,35,7,3,3,2,188,1,2,5,5,863,1,78,8,4,1
34476,42,2,3,3,2,151,1,2,5,5,227,3,-1,0,1,2
34477,52,2,1,2,2,576,1,2,5,5,139,1,286,1,3,2
34478,43,8,1,3,2,130,2,2,5,5,156,1,337,3,3,2
34479,46,2,1,3,2,3145,1,2,5,5,28,1,-1,0,1,2
34480,36,8,3,3,2,767,1,2,5,5,62,1,355,2,2,2
34481,35,4,3,4,2,1,1,2,5,5,80,1,285,1,3,2
34482,53,9,2,4,2,513,1,2,5,5,17,3,-1,0,1,2
34483,30,8,1,3,2,61,1,2,5,5,525,1,-1,0,1,1
34484,35,8,1,2,2,147,1,2,5,5,358,1,337,3,3,2
34485,53,11,2,3,2,258,1,1,5,5,48,2,-1,0,1,2
34486,37,8,1,3,2,288,1,2,5,5,159,6,-1,0,1,2
34487,29,2,3,3,2,0,1,2,5,5,187,1,365,1,2,2
34488,41,8,3,3,2,537,1,2,5,5,233,1,-1,0,1,2
34489,35,2,1,3,2,3854,1,2,5,5,131,1,-1,0,1,2
34490,48,8,3,3,2,0,1,2,5,5,95,1,-1,0,1,2
34491,32,11,1,4,2,52,1,1,5,5,188,1,-1,0,1,2
34492,30,4,3,4,2,0,1,2,5,5,381,1,342,7,3,2
34493,52,4,1,4,2,2549,1,2,5,5,604,1,-1,0,1,2
34494,58,2,1,3,2,2160,1,1,5,5,1090,1,-1,0,1,1
34495,54,8,1,2,2,714,2,2,5,5,225,1,-1,0,1,2
34496,35,2,1,3,2,561,1,2,5,5,168,2,-1,0,1,2
34497,38,2,2,3,2,930,1,2,5,5,46,1,-1,0,1,2
34498,26,4,1,4,2,784,1,1,5,5,247,2,358,2,3,2
34499,32,9,3,4,2,721,1,2,5,5,323,1,-1,0,1,2
34500,51,4,1,4,2,630,1,2,5,5,138,1,-1,0,1,2
34501,31,11,3,3,2,271,1,2,5,5,269,1,-1,0,1,2
34502,41,3,1,3,2,0,1,1,5,5,400,1,-1,0,1,1
34503,23,8,3,3,2,336,1,2,5,5,500,1,-1,0,1,2
34504,57,10,2,4,2,0,1,2,5,5,180,1,-1,0,1,2
34505,26,2,3,4,2,6,1,2,5,5,171,1,-1,0,1,2
34506,59,2,2,2,2,191,1,2,5,5,252,1,-1,0,1,2
34507,47,1,3,3,2,33,1,2,5,5,298,1,-1,0,1,2
34508,25,2,3,4,2,1141,1,2,5,5,718,1,347,1,3,2
34509,26,7,3,3,2,2572,1,2,5,5,620,1,-1,0,1,2
34510,22,7,3,3,2,562,1,2,5,5,147,1,-1,0,1,2
34511,27,4,3,3,2,0,1,2,5,5,239,1,-1,0,1,2
34512,39,8,1,2,2,579,1,1,5,5,98,4,-1,0,1,2
